subjID,type,experience,current_trial,firstsec,effort_level,numpressess,rt,value
150,Value,Experience,49,0,High,43,1521,3
107,Value,No Experience,4,0,Medium,38,3225,4
107,Value,No Experience,6,0,Medium,39,1164,5
107,Value,No Experience,8,0,Low,22,1277,2
107,Value,No Experience,10,0,Low,22,1452,3
107,Value,No Experience,12,0,High,93,1413,5
107,Value,No Experience,14,0,Medium,38,1556,2
107,Value,No Experience,16,0,High,91,4921,5
107,Value,No Experience,18,0,High,92,1385,5
107,Value,No Experience,20,0,Low,21,1285,1
130,Value,Experience,30,0,Low,16,1690,2
130,Value,Experience,32,0,Medium,31,1738,3
130,Value,Experience,34,0,High,76,1948,2
130,Value,Experience,36,0,Low,18,1319,1
130,Value,Experience,38,0,Medium,33,1631,3
130,Value,Experience,40,0,High,71,1593,3
130,Value,Experience,42,0,High,76,1638,3
130,Value,Experience,44,0,Medium,32,1928,2
130,Value,Experience,46,0,Low,16,1671,5
91,Liking,Experience,31,0,High,66,5104,3
91,Liking,Experience,33,0,Medium,33,1909,4
91,Liking,Experience,35,0,High,81,1843,4
91,Liking,Experience,37,0,Low,21,1913,3
91,Liking,Experience,39,0,Low,21,3596,2
91,Liking,Experience,41,0,Medium,32,2985,3
91,Liking,Experience,43,0,Medium,34,1604,4
91,Liking,Experience,45,0,Low,20,1472,4
91,Liking,Experience,47,0,High,85,2364,4
109,Value,Experience,31,0,Medium,33,2268,2
109,Value,Experience,33,0,Medium,34,2275,3
109,Value,Experience,35,0,High,78,1796,5
109,Value,Experience,37,0,Low,19,1641,3
109,Value,Experience,39,0,Low,14,2490,4
109,Value,Experience,41,0,High,69,1756,1
109,Value,Experience,43,0,High,71,1760,1
109,Value,Experience,45,0,Medium,30,1115,4
109,Value,Experience,47,0,Low,18,1344,2
14,Liking,Experience,48,0,Low,21,8787,2
14,Liking,Experience,50,0,High,89,1979,3
14,Liking,Experience,52,0,High,86,2224,3
14,Liking,Experience,54,0,Medium,34,2102,2
14,Liking,Experience,56,0,High,77,2242,2
14,Liking,Experience,58,0,Medium,31,1724,2
14,Liking,Experience,60,0,Low,18,1470,2
14,Liking,Experience,62,0,Low,18,1775,3
14,Liking,Experience,64,0,Medium,32,1557,2
44,Liking,Experience,24,0,Medium,39,1815,4
44,Liking,Experience,26,0,Medium,37,1585,3
44,Liking,Experience,28,0,Low,18,1350,5
44,Liking,Experience,30,0,Low,41,1742,2
44,Liking,Experience,32,0,Low,33,1723,3
44,Liking,Experience,34,0,High,88,1507,2
44,Liking,Experience,36,0,High,117,1713,1
44,Liking,Experience,38,0,High,86,1701,1
44,Liking,Experience,40,0,Medium,33,2592,3
98,Liking,Experience,20,0,Medium,33,7563,1
98,Liking,Experience,22,0,Low,18,4812,1
98,Liking,Experience,24,0,Low,18,5586,1
98,Liking,Experience,26,0,Medium,32,4603,2
98,Liking,Experience,28,0,High,74,4109,1
98,Liking,Experience,30,0,High,70,5073,1
98,Liking,Experience,32,0,Low,17,3521,1
98,Liking,Experience,34,0,High,63,4533,1
98,Liking,Experience,36,0,Medium,23,4536,1
17,Value,No Experience,4,0,Low,22,6054,1
17,Value,No Experience,6,0,High,90,2459,2
17,Value,No Experience,8,0,Medium,37,3638,3
17,Value,No Experience,10,0,Low,21,2616,4
17,Value,No Experience,12,0,Medium,38,2837,5
17,Value,No Experience,14,0,High,84,2590,3
17,Value,No Experience,16,0,High,83,2796,2
17,Value,No Experience,18,0,Low,20,2377,4
17,Value,No Experience,20,0,Medium,37,2215,4
112,Liking,Experience,39,0,Low,14,8807,4
112,Liking,Experience,41,0,High,49,4390,3
112,Liking,Experience,43,0,Medium,19,4470,3
112,Liking,Experience,45,0,Medium,23,2933,2
112,Liking,Experience,47,0,Low,11,2259,3
112,Liking,Experience,49,0,Medium,16,2355,4
112,Liking,Experience,51,0,Low,12,1099,4
112,Liking,Experience,53,0,High,38,3233,5
112,Liking,Experience,55,0,High,38,1559,4
62,Value,No Experience,4,0,High,93,6254,3
62,Value,No Experience,6,0,Medium,43,3197,2
62,Value,No Experience,8,0,High,93,1784,3
62,Value,No Experience,10,0,High,93,1421,1
62,Value,No Experience,12,0,Low,21,860,2
62,Value,No Experience,14,0,Medium,38,5514,1
62,Value,No Experience,16,0,Low,23,1608,2
62,Value,No Experience,18,0,Medium,38,2578,4
62,Value,No Experience,20,0,Low,22,2026,5
196,Value,Experience,43,0,High,29,2186,2
196,Value,Experience,45,0,Medium,13,1626,3
196,Value,Experience,47,0,High,23,2081,2
196,Value,Experience,49,0,Low,6,2684,2
196,Value,Experience,51,0,Low,5,2807,4
196,Value,Experience,53,0,Low,9,1480,3
196,Value,Experience,55,0,Medium,12,2432,1
196,Value,Experience,57,0,High,20,1494,3
196,Value,Experience,59,0,Medium,11,1753,1
192,Value,Experience,27,0,High,75,5642,1
192,Value,Experience,29,0,High,77,1884,3
192,Value,Experience,31,0,Medium,30,1633,4
192,Value,Experience,33,0,Low,18,2871,3
192,Value,Experience,35,0,High,70,3116,4
192,Value,Experience,37,0,Medium,33,1851,4
192,Value,Experience,39,0,Medium,33,3006,2
192,Value,Experience,41,0,Low,17,3834,4
192,Value,Experience,43,0,Low,15,1704,3
38,Value,No Experience,4,0,Medium,38,7843,2
38,Value,No Experience,6,0,Low,21,6150,3
38,Value,No Experience,8,0,High,90,5419,3
38,Value,No Experience,10,0,High,90,4869,2
38,Value,No Experience,12,0,High,91,3813,1
38,Value,No Experience,14,0,Low,21,6583,2
38,Value,No Experience,16,0,Low,21,2733,4
38,Value,No Experience,18,0,Medium,36,3560,3
38,Value,No Experience,20,0,Medium,35,3338,5
33,Liking,Experience,42,0,Medium,9,9912,1
33,Liking,Experience,44,0,High,19,5287,3
33,Liking,Experience,46,0,Medium,7,1965,3
33,Liking,Experience,48,0,High,18,2982,4
33,Liking,Experience,50,0,Low,6,2265,3
33,Liking,Experience,52,0,Low,5,1704,2
33,Liking,Experience,54,0,Low,5,2232,3
33,Liking,Experience,56,0,High,18,1973,3
33,Liking,Experience,58,0,Medium,7,2882,2
156,Liking,Experience,36,0,High,55,10452,5
156,Liking,Experience,38,0,Medium,30,2818,4
156,Liking,Experience,40,0,Low,15,4224,4
156,Liking,Experience,42,0,Medium,24,2181,5
156,Liking,Experience,44,0,High,62,2792,2
156,Liking,Experience,46,0,Low,16,2433,4
156,Liking,Experience,48,0,Low,10,2399,3
156,Liking,Experience,50,0,High,55,2092,4
156,Liking,Experience,52,0,Medium,26,2561,3
102,Value,Experience,35,0,High,87,2859,3
102,Value,Experience,37,0,High,89,2044,4
102,Value,Experience,39,0,Low,23,2270,2
102,Value,Experience,41,0,Medium,60,8486,2
102,Value,Experience,43,0,Low,30,5414,4
102,Value,Experience,45,0,Low,22,1755,4
102,Value,Experience,47,0,High,86,2532,3
102,Value,Experience,49,0,Medium,34,1751,5
102,Value,Experience,51,0,Medium,34,1701,2
11,Liking,Experience,30,0,Low,20,3197,4
11,Liking,Experience,32,0,Medium,35,1988,1
11,Liking,Experience,34,0,Medium,35,2252,4
11,Liking,Experience,36,0,Low,21,2039,4
11,Liking,Experience,38,0,Medium,35,1504,3
11,Liking,Experience,40,0,Low,19,1074,1
11,Liking,Experience,42,0,High,84,2039,2
11,Liking,Experience,44,0,High,85,1823,2
11,Liking,Experience,46,0,High,82,2082,3
19,Liking,No Experience,4,0,Low,6,7546,4
19,Liking,No Experience,6,0,High,16,4042,3
19,Liking,No Experience,8,0,Low,6,1994,3
19,Liking,No Experience,10,0,High,19,1828,3
19,Liking,No Experience,12,0,Medium,9,3438,2
19,Liking,No Experience,14,0,High,18,1305,2
19,Liking,No Experience,16,0,Medium,8,1195,2
19,Liking,No Experience,18,0,Medium,9,1227,2
19,Liking,No Experience,20,0,Low,6,1030,2
173,Value,Experience,31,0,High,91,4987,4
173,Value,Experience,33,0,High,92,1948,2
173,Value,Experience,35,0,Low,20,988,5
173,Value,Experience,37,0,Medium,36,831,5
173,Value,Experience,39,0,High,91,1951,1
173,Value,Experience,41,0,Medium,36,2042,1
173,Value,Experience,43,0,Low,21,1611,5
173,Value,Experience,45,0,Medium,36,1432,3
173,Value,Experience,47,0,Low,20,1169,3
35,Value,Experience,36,0,Medium,35,5675,2
35,Value,Experience,38,0,Low,20,1837,4
35,Value,Experience,40,0,High,81,2164,1
35,Value,Experience,42,0,Low,18,1865,3
35,Value,Experience,44,0,Medium,33,1831,5
35,Value,Experience,46,0,High,79,1804,2
35,Value,Experience,48,0,Low,19,2182,4
35,Value,Experience,50,0,High,71,2159,2
35,Value,Experience,52,0,Medium,29,1738,5
197,Value,No Experience,4,0,High,61,3865,1
197,Value,No Experience,6,0,High,201,33878,2
197,Value,No Experience,8,0,Medium,26,1870,2
197,Value,No Experience,10,0,Low,27,3218,2
197,Value,No Experience,12,0,Medium,28,4047,2
197,Value,No Experience,14,0,High,62,3339,2
197,Value,No Experience,16,0,Medium,42,4448,2
197,Value,No Experience,18,0,Low,16,1624,2
197,Value,No Experience,20,0,Low,16,1356,2
